Date Started,Date Read,Title,Author,Additional Authors
2021-01-01,2020-01-03,A retornada,Donatella Di Pietrantonio,
2021-01-04,2021-01-12,Dare to lead,Brené Brown,
2021-01-13,2021-01-17,The art of relevance,Nina Simon,
2021-01-18,2021-02-16,Catch-22,Joseph Heller,
2021-02-11,,Êxtase da transformação,Stefan Zweig,
2021-03-04,2021-04-02,Falling into grace,Adyashanti,
2021-04-04,2021-04-15,Emma,Jane Austen,
2021-04-17,,Judgement detox,Gabrielle Bernstein,
